Model,Distance,Error_Rate(p),Error_Type,Noise,Best_ECR(%),Accuracy(%),Inference_Time(ms),Epochs,Learning_Rate,Train_Loss,Val_Loss
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.03,87.11,0.0003,7,0.001,0.692934,0.712203
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.98,85.14,0.0003,8,0.001,0.680710,0.687685
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.99,83.18,0.0003,9,0.001,0.675282,0.673763
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.74,84.97,0.0003,10,0.001,0.668910,0.685352
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.87,82.24,0.0003,11,0.001,0.662236,0.677463
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.57,66.45,0.0002,1,0.001,7.567941,1.062101
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.91,73.82,0.0002,2,0.001,0.920438,0.843071
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.89,77.48,0.0002,3,0.001,0.810614,0.777164
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.00,80.17,0.0002,4,0.001,0.773005,0.749143
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.56,79.05,0.0002,5,0.001,0.745463,0.734218
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.07,80.12,0.0002,6,0.001,0.729590,0.718086
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.87,81.15,0.0002,7,0.001,0.717125,0.703991
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.29,80.31,0.0002,8,0.001,0.711350,0.708057
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.37,83.80,0.0002,9,0.001,0.703296,0.742082
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.32,79.14,0.0002,10,0.001,0.699949,0.703495
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.25,83.75,0.0002,11,0.001,0.695118,0.696587
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.15,81.11,0.0002,12,0.001,0.692936,0.693840
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.24,79.81,0.0002,13,0.001,0.690264,0.708069
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.14,81.50,0.0002,14,0.001,0.684768,0.682379
GCN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.49,81.17,0.0002,15,0.001,0.681662,0.682955
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.76,60.74,0.0002,1,0.001,5.565430,1.101708
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.08,70.94,0.0002,2,0.001,1.068308,1.058179
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.62,68.67,0.0002,3,0.001,1.029954,1.027857
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.17,71.39,0.0002,4,0.001,1.005339,0.993455
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,76.35,73.62,0.0002,5,0.001,0.985548,0.986980
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.19,72.59,0.0002,6,0.001,0.976059,0.971928
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.15,70.27,0.0002,7,0.001,0.966244,0.964054
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.35,73.25,0.0002,8,0.001,0.956599,0.960329
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.92,67.68,0.0002,9,0.001,0.946334,0.956755
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.62,71.12,0.0002,10,0.001,0.938256,0.936141
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.93,71.90,0.0002,11,0.001,0.930063,0.928945
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.37,72.20,0.0002,12,0.001,0.923187,0.922353
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.88,74.63,0.0002,13,0.001,0.918681,0.915575
GCN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.90,72.23,0.0002,14,0.001,0.911977,0.918076
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.30,76.90,0.0003,1,0.001,6.929586,1.045927
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.76,74.67,0.0002,2,0.001,0.974381,0.932838
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.97,75.72,0.0002,3,0.001,0.896790,0.873391
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.06,74.75,0.0002,4,0.001,0.857565,0.844884
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.34,78.08,0.0002,5,0.001,0.834165,0.826175
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.01,77.88,0.0002,6,0.001,0.821837,0.840483
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.09,79.12,0.0002,7,0.001,0.813307,0.826702
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.37,77.07,0.0002,8,0.001,0.806074,0.801993
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.54,80.69,0.0002,9,0.001,0.801542,0.796117
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.48,79.82,0.0002,10,0.001,0.794621,0.796722
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.09,78.21,0.0002,11,0.001,0.789502,0.784740
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.57,78.49,0.0002,12,0.001,0.785002,0.791737
GCN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.66,79.46,0.0002,13,0.001,0.777575,0.775291
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.29,69.01,0.0002,1,0.001,16.268705,1.233633
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.97,74.89,0.0002,2,0.001,1.048282,0.994855
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.50,80.54,0.0002,3,0.001,0.931577,0.920786
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.01,81.45,0.0002,4,0.001,0.883537,0.883550
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.10,77.17,0.0002,5,0.001,0.869167,0.840182
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.63,72.90,0.0002,6,0.001,1.013108,1.001580
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.59,77.70,0.0002,7,0.001,0.937752,0.908106
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.10,78.50,0.0002,8,0.001,0.879368,0.849537
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.90,79.50,0.0003,9,0.001,0.840657,0.847351
GCN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.15,79.12,0.0003,10,0.001,0.831249,0.838765
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.69,58.56,0.0003,1,0.001,11.663800,1.324432
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,60.05,63.47,0.0002,2,0.001,1.290526,1.239604
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,75.40,64.97,0.0003,3,0.001,1.160278,1.113855
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,74.00,69.81,0.0003,4,0.001,1.082865,1.070577
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.95,67.86,0.0002,5,0.001,1.058960,1.057542
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.99,68.55,0.0003,6,0.001,1.047856,1.050722
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.54,67.40,0.0003,7,0.001,1.040391,1.042387
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.80,64.17,0.0003,8,0.001,1.030441,1.048477
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.64,70.14,0.0002,9,0.001,1.020337,1.023304
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.51,65.51,0.0002,10,0.001,1.012536,1.020039
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.67,69.66,0.0003,11,0.001,1.006128,1.004097
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.89,66.80,0.0003,12,0.001,0.999128,0.995777
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.31,63.18,0.0003,13,0.001,0.993063,0.996121
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.80,58.70,0.0003,14,0.001,0.987294,1.015439
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,76.07,73.04,0.0003,15,0.001,0.983199,0.985800
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.56,70.74,0.0003,16,0.001,0.976211,0.974821
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.90,63.37,0.0003,17,0.001,0.976713,0.983424
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,76.48,73.59,0.0003,18,0.001,0.971134,0.975646
GCN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.01,71.19,0.0003,19,0.001,0.969595,0.966370
GCNII,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.55,57.08,0.0025,1,0.001,nan,213783499.428571
GCNII,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.55,57.08,0.0030,2,0.001,nan,213783499.428571
GCNII,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.55,57.08,0.0014,3,0.001,nan,213783499.428571
GCNII,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.55,57.08,0.0015,4,0.001,nan,213783499.428571
GCNII,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.55,57.08,0.0024,5,0.001,nan,213783499.428571
GCNII,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.55,57.08,0.0024,6,0.001,nan,213783499.428571
GCNII,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.15,56.98,0.0025,1,0.001,nan,114943158.530612
GCNII,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.15,56.98,0.0020,2,0.001,nan,114943158.530612
GCNII,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.15,56.98,0.0020,3,0.001,nan,114943158.530612
GCNII,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.15,56.98,0.0015,4,0.001,nan,114943158.530612
GCNII,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.15,56.98,0.0024,5,0.001,nan,114943158.530612
GCNII,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,43.15,56.98,0.0019,6,0.001,nan,114943158.530612
GCNII,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,42.75,56.42,0.0025,1,0.001,nan,242570712.163265
GCNII,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,42.75,56.42,0.0015,2,0.001,nan,242570712.163265
GCNII,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,42.75,56.42,0.0025,3,0.001,nan,242570712.163265
GCNII,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,42.75,56.42,0.0025,4,0.001,nan,242570712.163265
GCNII,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,42.75,56.42,0.0025,5,0.001,nan,242570712.163265
GCNII,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,42.75,56.42,0.0016,6,0.001,nan,242570712.163265
GCNII,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,67.99,31.76,0.0014,1,0.001,nan,175594617542.530609
GCNII,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,67.99,31.76,0.0013,2,0.001,nan,175594617542.530609
GCNII,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,67.99,31.76,0.0013,3,0.001,nan,175594617542.530609
GCNII,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,67.99,31.76,0.0014,4,0.001,nan,175594617542.530609
GCNII,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,67.99,31.76,0.0013,5,0.001,nan,175594617542.530609
GCNII,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,67.99,31.76,0.0013,6,0.001,nan,175594617542.530609
GCNII,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.24,52.58,0.0013,1,0.001,nan,63494671046.530609
GCNII,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.24,52.58,0.0013,2,0.001,nan,63494671046.530609
GCNII,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.24,52.58,0.0013,3,0.001,nan,63494671046.530609
GCNII,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.24,52.58,0.0013,4,0.001,nan,63494671046.530609
GCNII,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.24,52.58,0.0013,5,0.001,nan,63494671046.530609
GCNII,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.24,52.58,0.0013,6,0.001,nan,63494671046.530609
GCNII,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.41,52.37,0.0013,1,0.001,nan,194052242118.530609
GCNII,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.41,52.37,0.0013,2,0.001,nan,194052242118.530609
GCNII,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.41,52.37,0.0013,3,0.001,nan,194052242118.530609
GCNII,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.41,52.37,0.0013,4,0.001,nan,194052242118.530609
GCNII,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.41,52.37,0.0013,5,0.001,nan,194052242118.530609
GCNII,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.41,52.37,0.0013,6,0.001,nan,194052242118.530609
GCNII,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.86,40.64,0.0013,1,0.001,nan,1960622458838.204102
GCNII,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.86,40.64,0.0013,2,0.001,nan,1960622458838.204102
GCNII,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.86,40.64,0.0013,3,0.001,nan,1960622458838.204102
GCNII,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.86,40.64,0.0013,4,0.001,nan,1960622458838.204102
GCNII,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.86,40.64,0.0013,5,0.001,nan,1960622458838.204102
GCNII,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.86,40.64,0.0013,6,0.001,nan,1960622458838.204102
GCNII,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.72,62.34,0.0012,1,0.001,nan,646947261377.306152
GCNII,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.72,62.34,0.0012,2,0.001,nan,646947261377.306152
GCNII,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.72,62.34,0.0012,3,0.001,nan,646947261377.306152
GCNII,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.72,62.34,0.0013,4,0.001,nan,646947261377.306152
GCNII,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.72,62.34,0.0013,5,0.001,nan,646947261377.306152
GCNII,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.72,62.34,0.0013,6,0.001,nan,646947261377.306152
GCNII,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.83,60.94,0.0013,1,0.001,nan,989874746765.061279
GCNII,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.83,60.94,0.0013,2,0.001,nan,989874746765.061279
GCNII,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.83,60.94,0.0014,3,0.001,nan,989874746765.061279
GCNII,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.83,60.94,0.0012,4,0.001,nan,989874746765.061279
GCNII,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.83,60.94,0.0013,5,0.001,nan,989874746765.061279
GCNII,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,37.83,60.94,0.0012,6,0.001,nan,989874746765.061279
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.13,80.00,0.0005,1,0.001,0.948873,0.743708
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.05,81.32,0.0005,2,0.001,0.723381,0.700160
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.57,81.44,0.0003,3,0.001,0.691946,0.678660
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.59,83.75,0.0004,4,0.001,0.679083,0.674156
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.40,80.29,0.0005,5,0.001,0.670096,0.667538
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.84,85.92,0.0005,6,0.001,0.664151,0.663910
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.77,80.04,0.0005,7,0.001,0.660644,0.664280
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.16,84.27,0.0005,8,0.001,0.657338,0.652237
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.40,82.73,0.0005,9,0.001,0.654618,0.652646
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.71,82.02,0.0005,10,0.001,0.649061,0.656645
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.99,85.52,0.0006,11,0.001,0.635630,0.632792
GNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.74,82.88,0.0005,12,0.001,0.624103,0.625841
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.95,78.22,0.0005,1,0.001,0.939132,0.809947
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.56,79.71,0.0005,2,0.001,0.769884,0.726585
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.18,80.34,0.0005,3,0.001,0.725476,0.702023
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.92,82.74,0.0005,4,0.001,0.708977,0.694002
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.84,81.96,0.0005,5,0.001,0.700007,0.683938
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.40,81.02,0.0003,6,0.001,0.693649,0.670468
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.50,80.03,0.0005,7,0.001,0.677875,0.662855
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.84,82.90,0.0003,8,0.001,0.668685,0.651369
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.90,80.78,0.0005,9,0.001,0.655555,0.631850
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.56,83.49,0.0005,10,0.001,0.638560,0.619293
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.38,85.61,0.0005,11,0.001,0.628635,0.619355
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.53,82.30,0.0005,12,0.001,0.621564,0.602048
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.87,84.40,0.0005,13,0.001,0.613725,0.601958
GNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.72,84.20,0.0005,14,0.001,0.606436,0.599098
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.69,67.82,0.0005,1,0.001,1.008660,0.914216
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.64,69.81,0.0005,2,0.001,0.903523,0.899429
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.63,68.07,0.0005,3,0.001,0.878614,0.869860
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.23,72.09,0.0005,4,0.001,0.865636,0.859655
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.62,71.18,0.0005,5,0.001,0.857321,0.853214
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.13,73.88,0.0005,6,0.001,0.848920,0.837785
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.70,72.58,0.0004,7,0.001,0.830386,0.819734
GNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.52,75.57,0.0003,8,0.001,0.814877,0.812975
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,73.01,69.62,0.0003,1,0.001,1.203692,1.110570
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.66,68.71,0.0003,2,0.001,1.084602,1.071174
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.58,69.38,0.0003,3,0.001,1.065012,1.063921
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.11,68.67,0.0003,4,0.001,1.054240,1.049059
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.40,81.36,0.0003,5,0.001,0.992107,0.993625
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.77,72.17,0.0003,6,0.001,0.913348,0.912459
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.48,77.55,0.0003,7,0.001,0.880490,0.868104
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.56,75.07,0.0003,8,0.001,0.862517,0.857506
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.95,78.03,0.0003,9,0.001,0.849614,0.845505
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.97,77.65,0.0003,10,0.001,0.838770,0.840488
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.21,75.70,0.0003,11,0.001,0.829686,0.833920
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.94,73.81,0.0003,12,0.001,0.821457,0.837590
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.19,77.53,0.0003,13,0.001,0.814155,0.806690
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.92,79.76,0.0003,14,0.001,0.806797,0.810684
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.15,79.11,0.0003,15,0.001,0.802506,0.800344
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.47,76.61,0.0003,16,0.001,0.796605,0.799139
GNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.04,80.36,0.0003,17,0.001,0.791198,0.799803
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.58,61.80,0.0003,1,0.001,1.225559,1.123602
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,75.95,68.81,0.0003,2,0.001,1.097364,1.085799
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.96,64.38,0.0003,3,0.001,1.080689,1.083090
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,75.25,70.65,0.0003,4,0.001,1.072767,1.070498
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.93,73.19,0.0003,5,0.001,1.047672,1.004147
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.51,74.15,0.0003,6,0.001,0.951014,0.912642
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.01,75.46,0.0003,7,0.001,0.896396,0.886578
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.34,75.95,0.0003,8,0.001,0.877094,0.875773
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.47,73.44,0.0003,9,0.001,0.866673,0.860635
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.39,76.20,0.0003,10,0.001,0.857806,0.855904
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.19,74.52,0.0003,11,0.001,0.852011,0.849785
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.78,76.41,0.0003,12,0.001,0.846858,0.843467
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.70,79.14,0.0003,13,0.001,0.842118,0.853458
GNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.19,76.85,0.0003,14,0.001,0.838206,0.833462
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.46,60.61,0.0003,1,0.001,1.224483,1.175861
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,73.03,67.43,0.0003,2,0.001,1.150143,1.096101
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.33,60.82,0.0003,3,0.001,1.075774,1.069899
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.08,67.82,0.0003,4,0.001,1.057417,1.052344
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.23,62.27,0.0003,5,0.001,1.046360,1.050685
