Model,Distance,Num_Rounds,Noise_Model,Run,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
MWPM+GraphMamba,3,3,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.164,1000,164,20260415_214755
No_Correction,3,3,forte-1,5,1000,0.0,,,0.164,1000,164,20260415_221110
MWPM_Restriction,3,3,forte-1,5,1000,0.0,,,0.144,1000,144,20260415_221110
CNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.196,1000,196,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.143,1000,143,20260415_221110
CNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.211,1000,211,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.141,1000,141,20260415_221110
CNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.194,1000,194,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.141,1000,141,20260415_221110
GCNII,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.164,1000,164,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260415_221110
GCNII,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.164,1000,164,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260415_221110
GCNII,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.164,1000,164,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260415_221110
APPNP,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.164,1000,164,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260415_221110
APPNP,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.164,1000,164,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260415_221110
APPNP,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.829,1000,829,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.165,1000,165,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.162,1000,162,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.145,1000,145,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.16,1000,160,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.142,1000,142,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260415_221110
GCN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.188,1000,188,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.142,1000,142,20260415_221110
GCN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.841,1000,841,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.168,1000,168,20260415_221110
GCN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.686,1000,686,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_221110
GAT,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.249,1000,249,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.143,1000,143,20260415_221110
GAT,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.215,1000,215,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260415_221110
GAT,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.185,1000,185,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.141,1000,141,20260415_221110
GNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.359,1000,359,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.147,1000,147,20260415_221110
GNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.292,1000,292,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_221110
GNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.186,1000,186,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.146,1000,146,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.146,1000,146,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.158,1000,158,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.145,1000,145,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.163,1000,163,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.143,1000,143,20260415_221110
CNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.208,1000,208,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
CNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.21,1000,210,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136,1000,136,20260415_221110
CNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.203,1000,203,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.143,1000,143,20260415_221110
GCNII,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.164,1000,164,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
GCNII,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.836,1000,836,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.166,1000,166,20260415_221110
GCNII,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.836,1000,836,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.166,1000,166,20260415_221110
APPNP,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.164,1000,164,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
APPNP,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.164,1000,164,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
APPNP,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.836,1000,836,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.166,1000,166,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.143,1000,143,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.146,1000,146,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
GCN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.165,1000,165,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
GCN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.834,1000,834,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.166,1000,166,20260415_221110
GCN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.824,1000,824,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.162,1000,162,20260415_221110
GAT,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.268,1000,268,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.148,1000,148,20260415_221110
GAT,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.289,1000,289,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.146,1000,146,20260415_221110
GAT,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.243,1000,243,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.146,1000,146,20260415_221110
GNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.323,1000,323,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.141,1000,141,20260415_221110
GNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.227,1000,227,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
GNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.164,1000,164,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.146,1000,146,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.155,1000,155,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.146,1000,146,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.153,1000,153,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_221110
CNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.205,1000,205,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.138,1000,138,20260415_221110
CNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.19,1000,190,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.141,1000,141,20260415_221110
CNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.186,1000,186,20260415_221110
MWPM+CNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.139,1000,139,20260415_221110
GCNII,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.836,1000,836,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.166,1000,166,20260415_221110
GCNII,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.836,1000,836,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.166,1000,166,20260415_221110
GCNII,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.797,1000,797,20260415_221110
MWPM+GCNII,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.164,1000,164,20260415_221110
APPNP,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.164,1000,164,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_221110
APPNP,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.836,1000,836,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.166,1000,166,20260415_221110
APPNP,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.164,1000,164,20260415_221110
MWPM+APPNP,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.164,1000,164,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.162,1000,162,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_221110
GraphTransformer,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.157,1000,157,20260415_221110
MWPM+GraphTransformer,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.143,1000,143,20260415_221110
GCN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.753,1000,753,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.161,1000,161,20260415_221110
GCN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.649,1000,649,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.161,1000,161,20260415_221110
GCN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.279,1000,279,20260415_221110
MWPM+GCN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.147,1000,147,20260415_221110
GAT,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.176,1000,176,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.146,1000,146,20260415_221110
GAT,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.234,1000,234,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.143,1000,143,20260415_221110
GAT,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.175,1000,175,20260415_221110
MWPM+GAT,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.138,1000,138,20260415_221110
GNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.242,1000,242,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.143,1000,143,20260415_221110
GNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.202,1000,202,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.145,1000,145,20260415_221110
GNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.184,1000,184,20260415_221110
MWPM+GNN,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.141,1000,141,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.162,1000,162,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.159,1000,159,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_221110
GraphMamba,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.154,1000,154,20260415_221110
MWPM+GraphMamba,3,3,forte-1,5,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.145,1000,145,20260415_221110
No_Correction,5,5,forte-1,1,1000,0.0,,,0.153,1000,153,20260426_073215
MWPM_Restriction,5,5,forte-1,1,1000,0.0,,,0.104,1000,104,20260426_073215
CNN,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260426_073215
MWPM+CNN,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.106,1000,106,20260426_073215
CNN,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.155,1000,155,20260426_073215
MWPM+CNN,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.111,1000,111,20260426_073215
CNN,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.169,1000,169,20260426_073215
MWPM+CNN,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.104,1000,104,20260426_073215
GCNII,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847,1000,847,20260426_073215
MWPM+GCNII,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216,1000,216,20260426_073215
GCNII,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847,1000,847,20260426_073215
MWPM+GCNII,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216,1000,216,20260426_073215
GCNII,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847,1000,847,20260426_073215
MWPM+GCNII,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216,1000,216,20260426_073215
APPNP,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847,1000,847,20260426_073215
MWPM+APPNP,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216,1000,216,20260426_073215
APPNP,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847,1000,847,20260426_073215
MWPM+APPNP,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216,1000,216,20260426_073215
APPNP,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.302,1000,302,20260426_073215
MWPM+APPNP,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156,1000,156,20260426_073215
GraphTransformer,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138,1000,138,20260426_073215
MWPM+GraphTransformer,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.1,1000,100,20260426_073215
GraphTransformer,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.142,1000,142,20260426_073215
MWPM+GraphTransformer,5,5,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.102,1000,102,20260426_073215
GraphTransformer,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148,1000,148,20260426_073215
MWPM+GraphTransformer,5,5,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.104,1000,104,20260426_073215
GCN,5,5,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.281,1000,281,20260426_073215
